idrequerimiento,complejidad,prioridad,tipo_tarea,duracion
2463,3,1,testing,6.5
384,2,2,deployment,2.6
4297,2,2,backend,9.7
2831,4,3,frontend,9.1
1905,1,1,testing,3.5
1602,1,1,frontend,5.6
2192,3,3,database,12.5
2108,5,2,database,19.9
2060,4,1,testing,7.6
4457,3,3,testing,5.3
2961,2,2,testing,4.2
1320,4,2,frontend,10.6
1543,4,2,frontend,10.4
1034,5,2,testing,8.2
3365,5,1,frontend,13.2
2756,4,2,testing,7.0
4604,2,2,backend,9.7
887,3,1,deployment,3.0
785,1,1,testing,3.7
2412,2,1,frontend,7.9
1688,5,2,database,20.3
628,5,3,frontend,10.2
4991,2,2,backend,9.5
162,2,2,testing,4.3
457,5,1,deployment,4.2
2352,1,2,frontend,5.0
1264,4,1,frontend,11.3
108,4,2,database,17.6
3867,1,2,deployment,1.6
1960,2,2,testing,4.3
3162,1,1,testing,3.8
2229,1,3,backend,5.9
1223,2,2,frontend,6.9
866,3,1,backend,12.9
357,4,1,backend,15.4
1687,1,3,testing,2.8
3971,4,3,frontend,9.5
182,3,3,deployment,3.0
4365,3,2,frontend,9.1
4997,5,2,frontend,12.0
2669,4,1,testing,7.6
4725,1,1,database,9.6
1001,1,1,deployment,1.9
3469,4,1,backend,15.0
4073,2,3,database,10.7
2476,4,3,testing,6.0
838,4,1,database,18.8
1472,3,3,backend,9.8
2090,1,3,database,7.7
4308,1,1,backend,8.0
3205,2,1,testing,5.5
3957,4,2,backend,14.1
3236,1,2,database,9.0
302,2,3,frontend,5.9
577,4,1,testing,7.3
1320,5,1,testing,8.8
2521,3,3,deployment,2.2
1511,1,1,testing,4.0
3280,3,2,frontend,8.8
1985,3,1,backend,13.1
3113,3,3,database,12.3
2858,3,2,frontend,8.4
1251,4,2,backend,13.6
4322,4,2,backend,13.7
1784,3,2,deployment,2.6
2876,1,3,frontend,4.5
953,3,1,frontend,10.0
3130,5,2,database,19.4
743,5,1,backend,17.7
4685,2,3,database,10.7
2727,5,3,backend,14.4
3537,3,1,testing,6.5
4867,2,2,database,11.8
4723,4,1,deployment,3.4
359,1,3,deployment,1.9
4137,3,1,database,15.6
1839,3,3,backend,9.8
2728,2,2,database,11.7
3083,2,1,backend,10.2
4930,5,2,frontend,11.7
3089,3,1,deployment,3.0
3887,3,3,testing,4.7
3721,3,1,database,16.4
346,5,2,testing,8.3
1383,4,3,frontend,8.9
1481,1,1,testing,3.6
2241,3,1,deployment,3.1
4564,4,2,database,17.1
1326,1,1,database,10.1
3915,5,2,deployment,3.6
2518,4,3,deployment,3.1
3019,1,3,database,7.8
1875,5,1,backend,17.4
2950,5,1,deployment,4.8
4311,2,2,database,11.9
4424,3,1,backend,12.4
1968,2,1,backend,10.4
2459,2,1,database,12.8
2660,1,2,testing,3.7
2904,4,2,frontend,9.8
274,4,3,backend,12.6
3742,1,2,deployment,1.5
2812,4,3,database,15.7
3766,2,1,deployment,2.2
1010,2,3,database,10.8
3603,3,3,database,12.4
1167,2,3,backend,8.0
375,4,2,database,16.7
1510,3,1,backend,12.9
3784,3,3,database,12.4
4112,2,2,testing,5.1
2530,1,2,deployment,1.6
2548,5,1,database,22.2
4883,3,1,backend,13.2
4069,4,2,testing,6.8
375,3,3,database,12.5
695,3,1,database,16.3
2614,2,3,frontend,5.8
982,1,3,testing,2.8
2313,2,2,deployment,2.6
391,1,2,backend,7.6
4252,2,3,testing,4.5
3506,2,2,frontend,7.2
179,5,3,frontend,10.9
4688,4,2,testing,7.2
4442,4,3,backend,12.3
3334,1,1,testing,4.4
4465,3,1,backend,13.1
3340,5,2,deployment,4.0
757,3,1,testing,6.1
323,1,2,database,8.8
2548,5,3,deployment,3.4
4248,4,1,backend,15.1
4756,1,2,testing,3.8
2950,4,1,deployment,3.9
3660,5,2,testing,7.6
572,3,1,backend,13.2
1015,3,1,deployment,3.6
1738,1,3,testing,3.3
730,1,3,testing,3.5
2943,3,2,testing,6.2
1148,4,1,database,19.1
3953,3,3,database,12.5
2142,4,3,testing,6.3
37,5,2,frontend,11.5
941,1,3,testing,2.8
4566,1,1,deployment,1.6
329,3,1,deployment,3.7
1130,1,3,database,7.7
2195,4,3,deployment,3.0
2691,5,3,backend,14.2
4013,2,1,testing,5.4
3958,2,1,frontend,7.8
3594,3,2,database,14.4
3499,1,1,frontend,5.8
4347,5,3,frontend,10.4
4994,4,3,frontend,8.8
4328,1,3,testing,3.5
1263,2,3,database,10.9
107,1,2,testing,3.7
4233,4,1,backend,15.5
1754,2,3,frontend,6.5
4628,2,1,backend,10.3
2683,5,3,testing,7.0
2913,3,1,frontend,9.7
1473,5,2,backend,15.5
2162,1,2,frontend,5.4
2628,2,3,frontend,5.8
3645,3,2,backend,11.9
317,1,1,backend,7.9
1503,1,1,testing,3.8
3715,5,2,testing,8.0
289,2,1,frontend,7.5
4874,1,3,deployment,1.4
4076,1,1,backend,8.5
3226,5,2,database,20.0
2928,3,2,testing,5.4
3216,4,2,database,17.5
4822,1,2,backend,6.8
2583,2,1,deployment,2.9
2416,5,1,deployment,4.8
2378,1,2,testing,3.2
3154,1,3,frontend,4.4
3875,2,3,testing,4.0
2553,1,2,frontend,5.9
2007,5,2,testing,7.8
2796,3,2,frontend,8.5
3167,2,3,deployment,2.1
3957,2,1,database,12.9
384,4,1,backend,15.0
3257,3,1,testing,6.2
2854,2,1,database,12.6
1434,3,2,frontend,9.1
1997,5,1,deployment,4.8
1990,5,3,database,17.5
278,5,3,backend,13.9
4409,1,2,testing,4.1
634,2,1,backend,10.9
3439,4,2,testing,6.6
3590,3,2,backend,11.1
1792,5,1,backend,17.7
3881,1,1,backend,7.9
1942,5,1,deployment,4.9
3529,4,3,backend,12.5
1285,5,1,backend,17.7
255,4,1,testing,7.4
4391,5,1,backend,17.2
633,2,1,deployment,2.9
3608,2,2,backend,8.9
3411,1,3,testing,2.9
3396,3,1,frontend,9.1
511,2,3,frontend,6.5
2249,2,1,deployment,2.6
2344,5,1,database,22.1
2425,4,3,database,14.7
4377,3,2,database,14.1
4914,4,3,testing,5.7
1571,5,3,frontend,10.1
4805,4,3,testing,6.2
3297,4,3,deployment,2.8
1163,4,1,frontend,11.8
1192,1,1,deployment,2.1
3361,1,3,database,8.4
1528,4,2,frontend,10.7
2810,3,1,testing,6.1
2325,5,2,database,19.3
418,1,2,backend,7.3
2727,5,3,database,17.6
3208,5,2,testing,7.6
4863,2,2,testing,5.0
3647,3,1,deployment,3.5
1640,3,3,database,12.6
3148,3,3,frontend,7.7
2910,2,2,database,11.9
1517,5,2,testing,7.7
4411,2,1,frontend,8.0
1056,4,3,testing,6.1
4759,1,1,database,9.9
401,1,1,database,9.9
1023,2,3,testing,4.2
2355,4,2,deployment,3.0
4161,1,3,backend,6.3
2884,5,3,testing,7.0
3531,3,1,testing,6.4
2686,5,3,testing,7.0
97,4,3,deployment,3.2
4562,1,3,deployment,1.2
4256,2,1,database,13.3
2028,2,2,deployment,2.5
1217,1,3,testing,3.5
1990,1,1,frontend,6.4
529,2,2,testing,4.9
1580,5,2,testing,7.9
3121,3,2,frontend,9.1
3853,2,2,database,11.6
676,5,3,database,17.2
3112,3,1,deployment,3.0
134,5,3,frontend,10.8
3190,3,3,database,12.5
2087,3,1,testing,6.5
1231,2,3,testing,3.7
2512,3,3,database,13.3
1309,3,3,frontend,7.8
123,2,2,backend,9.8
2561,3,3,deployment,2.7
3086,2,1,deployment,3.0
1648,4,1,frontend,11.3
1647,1,1,testing,4.2
3191,3,1,frontend,9.4
773,3,1,frontend,9.4
1490,1,1,database,9.5
254,2,2,testing,4.9
2707,2,3,database,10.6
3996,5,2,deployment,3.8
2036,4,2,database,17.1
2976,2,3,frontend,5.8
2582,2,3,testing,3.8
3443,2,1,backend,10.6
4689,3,1,frontend,9.3
2060,3,3,testing,5.6
1671,5,3,frontend,10.1
3294,1,2,backend,7.3
3375,2,1,backend,10.7
4440,5,3,database,17.4
2985,3,3,frontend,7.8
186,4,2,deployment,3.5
591,3,1,testing,6.7
4978,2,3,testing,4.4
1884,4,2,frontend,10.2
2588,2,1,testing,5.1
763,5,2,frontend,11.5
1634,4,1,database,19.2
1875,5,2,backend,15.6
2835,5,2,backend,16.0
3132,1,2,database,9.2
3811,1,1,testing,3.9
1422,1,1,testing,4.1
1686,2,2,deployment,2.3
2345,5,1,frontend,13.5
4689,5,1,testing,9.0
2324,3,1,backend,13.1
2178,1,3,deployment,1.7
4349,1,3,deployment,2.0
4682,1,3,backend,6.0
4182,1,1,backend,7.9
4496,5,3,frontend,10.5
989,1,2,frontend,5.4
4958,2,2,backend,9.5
4664,1,2,deployment,1.6
4697,1,3,database,7.9
2091,3,3,database,12.9
1841,3,3,frontend,8.2
3828,2,1,backend,10.3
2346,2,2,backend,9.0
348,3,3,testing,5.1
40,2,2,deployment,2.3
2192,4,2,testing,6.9
1842,5,1,database,22.4
3644,1,3,deployment,1.3
3248,5,3,backend,14.2
163,4,1,database,19.4
578,3,3,backend,10.3
286,2,3,testing,4.2
3501,1,2,deployment,2.0
3389,4,3,backend,12.4
3110,4,1,testing,7.6
440,3,2,testing,5.8
1282,4,2,backend,14.1
2972,1,3,deployment,1.6
3110,5,1,frontend,12.8
4835,3,2,backend,11.9
2376,1,1,testing,4.0
102,3,3,database,12.4
3007,2,2,testing,4.3
253,2,3,frontend,6.1
2126,2,3,testing,3.7
4962,5,1,testing,8.4
1422,2,2,deployment,2.4
4212,2,3,deployment,1.9
3872,4,3,testing,5.7
4857,1,2,backend,6.8
2325,5,3,testing,7.1
4037,4,3,testing,6.0
1472,4,1,frontend,11.6
3085,4,3,database,15.0
168,4,1,backend,15.7
525,5,1,deployment,4.5
4472,4,1,testing,7.9
415,4,2,database,17.5
1460,2,2,backend,9.6
4355,1,2,backend,7.2
2848,1,3,frontend,4.7
1676,4,1,database,19.2
2054,5,1,database,22.3
3042,2,2,deployment,2.8
829,3,2,backend,11.5
2474,1,1,frontend,5.6
604,5,1,database,21.8
3730,5,1,database,22.5
629,1,1,frontend,6.2
1697,3,1,backend,13.0
684,1,1,frontend,6.1
223,3,2,database,14.5
2175,3,1,backend,13.3
2052,4,3,database,15.5
4970,4,3,backend,12.1
2774,2,2,deployment,1.9
2290,1,1,testing,4.2
168,5,3,database,17.2
3042,3,3,deployment,2.5
3816,5,3,backend,14.4
2357,4,3,deployment,2.7
2631,1,2,backend,6.8
2173,5,2,deployment,4.0
1677,1,3,testing,3.1
4355,4,3,backend,12.3
4066,4,3,frontend,9.3
871,5,1,deployment,4.3
2948,3,1,frontend,9.3
2134,4,2,deployment,3.2
3927,5,1,testing,8.6
2376,2,2,deployment,2.6
1144,3,2,database,14.3
1827,2,1,database,13.4
2929,5,1,deployment,4.2
4060,2,2,backend,9.8
20,3,2,frontend,8.5
728,2,1,testing,4.9
2287,4,1,testing,7.7
1730,1,1,deployment,2.2
3481,1,1,deployment,1.7
3001,1,3,frontend,4.4
1934,5,1,testing,8.8
2279,1,2,backend,7.1
639,4,3,database,14.9
801,4,1,testing,8.0
847,3,3,database,12.3
3735,1,1,backend,8.4
2995,2,1,frontend,8.0
4333,4,2,backend,13.5
1615,5,2,backend,15.4
1346,4,2,testing,7.3
909,1,3,testing,3.0
1411,2,1,testing,5.2
4227,3,1,database,15.7
4426,3,2,testing,5.4
4404,4,2,deployment,3.7
1019,1,3,testing,3.5
2546,2,1,frontend,7.7
1878,5,3,backend,13.8
3864,1,3,frontend,4.4
3089,3,1,backend,12.9
1329,4,1,testing,8.0
4463,1,3,testing,2.7
3810,3,1,deployment,3.1
2216,1,2,database,9.4
2987,3,2,backend,11.5
3098,3,1,frontend,9.5
3201,3,3,deployment,3.0
884,2,1,testing,4.9
2032,1,3,testing,3.1
1591,2,2,backend,9.5
3094,2,2,database,12.0
3842,3,2,backend,11.5
3577,1,1,database,9.9
1994,2,1,database,12.9
3617,3,1,database,16.2
38,4,1,frontend,11.8
3928,1,2,backend,7.2
2516,2,1,backend,10.7
4115,2,3,frontend,6.7
972,2,3,frontend,6.1
4482,4,2,database,17.6
1797,2,1,backend,10.0
2572,1,1,frontend,5.5
4579,1,2,deployment,1.5
4157,2,1,frontend,7.8
2839,1,2,frontend,5.4
2052,4,2,frontend,10.5
4998,1,2,testing,3.4
3847,3,1,backend,12.9
2308,3,2,frontend,8.6
1555,3,3,deployment,2.9
531,3,3,database,12.4
483,1,3,deployment,1.8
3887,4,3,backend,12.1
3905,5,2,frontend,11.5
4798,1,1,deployment,2.0
595,5,3,deployment,3.1
4050,4,2,frontend,10.5
3263,3,1,frontend,9.5
1686,1,1,deployment,1.8
86,1,2,database,9.5
1887,2,2,frontend,6.9
4176,4,1,database,19.1
1838,5,3,deployment,3.5
2843,4,1,testing,7.6
1105,3,2,backend,11.7
2113,5,1,frontend,13.1
1685,4,3,backend,12.6
4412,2,2,testing,4.5
2181,2,1,frontend,8.2
65,1,2,backend,7.2
2260,3,1,testing,6.0
430,4,2,deployment,3.1
1846,5,3,database,17.6
3172,5,1,frontend,12.7
3917,2,1,testing,4.8
4231,2,2,testing,4.3
1586,4,1,frontend,11.6
4464,1,1,database,10.4
4492,3,1,deployment,3.4
1011,3,1,frontend,9.1
228,1,1,deployment,2.0
3376,5,1,testing,8.9
2400,3,1,frontend,9.2
4128,2,3,frontend,6.6
1489,2,2,frontend,6.6
1004,4,2,deployment,3.6
3234,5,2,backend,16.2
3501,2,1,frontend,7.4
3509,1,3,testing,3.0
3492,5,2,deployment,3.5
1266,2,3,database,9.9
4353,2,1,frontend,7.9
4335,1,1,backend,7.8
4086,1,1,database,9.9
534,2,1,testing,5.4
1415,3,3,testing,5.0
1245,4,2,testing,6.5
1617,1,3,frontend,5.3
1022,2,3,database,10.9
4696,4,2,backend,13.7
3473,3,1,database,15.6
2783,3,2,backend,11.6
1167,3,3,frontend,7.8
1364,4,2,database,17.3
2081,4,3,backend,12.6
4985,4,1,database,19.5
3183,1,1,frontend,5.8
4022,3,3,backend,10.7
2849,5,1,testing,9.1
3321,1,3,deployment,1.9
4903,3,3,database,13.2
3460,1,3,database,8.2
644,5,1,deployment,4.0
2440,3,2,frontend,8.2
2402,2,1,deployment,2.9
2484,2,2,backend,9.5
3325,1,2,database,9.1
2728,4,1,frontend,11.7
2462,4,3,frontend,8.7
2046,1,1,deployment,1.5
4932,4,3,testing,6.1
511,5,2,backend,15.7
2484,5,3,frontend,10.2
3999,5,2,frontend,12.3
3956,4,3,frontend,8.9
1975,4,2,database,17.0
4397,3,2,database,14.0
3838,1,2,backend,7.3
2070,1,3,database,7.7
4207,1,1,database,10.5
4769,2,1,backend,10.0
2934,5,2,database,19.6
2980,4,1,database,19.2
3695,4,1,testing,7.4
2679,2,2,testing,4.2
4314,4,2,backend,13.2
1929,2,1,deployment,2.5
1493,1,2,frontend,4.9
2729,1,3,backend,6.9
256,3,3,frontend,7.7
1954,5,2,backend,15.6
3582,3,1,frontend,10.1
1722,3,1,frontend,9.8
742,2,2,frontend,7.1
1704,2,1,backend,10.6
2312,4,2,frontend,10.6
2341,2,3,testing,4.5
3315,5,3,database,18.1
3402,1,3,database,8.5
542,4,1,frontend,11.5
4445,2,3,backend,8.7
3827,5,3,testing,7.1
873,2,2,testing,5.1
4544,5,1,frontend,13.3
4482,1,2,testing,3.9
1334,4,3,database,15.6
3999,3,1,testing,6.5
2170,3,3,database,12.3
2088,4,2,backend,14.0
1050,3,1,frontend,9.8
2093,2,3,deployment,2.4
4806,4,2,testing,7.3
1642,4,3,frontend,9.1
4396,1,3,database,8.3
1258,5,3,database,18.1
4542,5,3,deployment,3.8
1900,5,1,backend,17.2
4827,3,2,testing,6.2
3440,3,3,testing,4.7
2663,2,3,deployment,1.9
4628,4,2,frontend,10.5
4868,2,2,frontend,7.4
3118,3,1,deployment,2.8
3427,3,1,backend,12.9
430,2,2,frontend,6.8
1060,3,3,testing,5.0
2799,1,1,testing,4.2
236,1,1,backend,8.4
1988,4,1,testing,7.2
312,4,2,backend,13.2
4445,1,2,database,9.1
2970,5,3,backend,14.2
9,2,3,database,10.2
3101,2,2,deployment,2.8
4437,5,2,deployment,4.4
185,3,3,frontend,7.3
3752,4,3,frontend,9.4
564,1,3,backend,6.8
4887,2,1,backend,10.3
3323,1,1,backend,7.6
1040,3,1,database,16.0
709,2,2,backend,9.0
222,3,2,testing,5.9
748,5,3,frontend,10.2
3254,3,1,deployment,3.0
1115,3,3,testing,5.3
4483,3,2,frontend,8.6
282,3,1,database,16.1
888,1,1,database,9.8
305,5,2,database,19.5
3616,2,2,deployment,2.5
4072,1,3,deployment,1.2
1092,5,2,testing,8.4
2844,4,2,frontend,10.2
3486,2,3,testing,4.2
3859,2,2,backend,9.8
4725,1,3,frontend,4.5
797,2,3,database,10.4
1544,5,2,testing,8.3
1565,4,2,testing,6.8
4123,4,3,frontend,9.0
4045,4,3,deployment,3.2
4751,4,3,backend,12.3
2791,5,1,deployment,4.5
1603,2,1,database,12.8
2441,5,1,frontend,13.7
1361,4,1,frontend,11.9
4024,4,2,deployment,3.0
4520,2,1,backend,10.2
1535,4,2,deployment,3.8
1780,3,3,backend,10.6
4718,5,2,testing,7.7
1347,5,1,deployment,4.4
3799,4,3,database,15.4
4325,4,2,backend,13.3
1499,2,1,testing,5.7
1773,3,3,database,13.1
1999,2,1,database,12.7
3955,3,2,frontend,8.9
2901,4,2,backend,13.9
4693,4,1,backend,15.5
56,5,3,frontend,10.8
1096,2,3,testing,4.5
4523,3,3,testing,4.9
4076,5,3,deployment,3.1
4678,4,2,deployment,3.4
2212,5,1,testing,9.0
1047,4,2,testing,7.0
1997,3,2,testing,5.7
369,3,3,frontend,7.8
2631,2,1,database,12.6
1007,5,1,backend,18.0
4775,1,3,frontend,4.9
1053,3,2,frontend,8.5
2906,5,1,frontend,13.2
2851,3,1,testing,6.7
1706,3,2,deployment,2.9
4043,3,3,backend,10.0
1340,2,3,backend,8.4
4694,1,1,deployment,2.3
78,4,1,deployment,4.2
925,3,1,database,16.1
4440,3,1,database,15.8
337,3,3,frontend,7.5
3756,3,3,database,12.7
4825,2,2,backend,8.9
4144,5,1,deployment,4.4
1813,3,1,testing,6.2
3363,3,1,deployment,2.8
658,1,3,backend,6.1
2291,5,2,frontend,12.2
2587,5,1,testing,9.2
69,3,1,frontend,10.0
3896,1,3,backend,6.2
1846,2,1,deployment,2.6
1862,5,2,database,19.7
4811,2,2,frontend,7.2
3766,5,1,backend,17.9
337,1,3,testing,3.3
3434,4,3,deployment,3.0
2593,4,2,frontend,10.3
2972,3,2,testing,6.1
4424,1,3,testing,2.8
2321,4,1,database,18.7
1046,5,3,database,17.5
4284,5,2,frontend,11.4
1926,3,3,backend,10.2
230,4,2,database,17.2
2559,4,1,testing,7.7
2607,4,2,frontend,10.4
4395,5,3,backend,13.6
949,5,3,frontend,11.0
2466,4,3,testing,6.3
4748,2,3,database,10.1
2789,2,3,deployment,1.7
3058,4,1,database,19.2
719,3,3,testing,4.7
2400,4,3,backend,12.1
2054,4,3,frontend,9.2
856,1,2,backend,7.1
415,4,1,database,19.3
4721,5,1,database,22.2
427,1,1,testing,3.8
3140,2,1,deployment,2.6
4738,2,3,frontend,6.6
3847,3,3,backend,9.8
4678,3,1,deployment,3.7
1065,3,2,deployment,2.9
3524,2,2,testing,4.9
3406,2,3,testing,4.3
957,2,1,database,12.9
767,3,1,testing,6.2
1735,2,1,deployment,3.1
2515,2,2,frontend,7.5
3067,4,3,backend,12.0
3310,4,1,deployment,4.3
193,3,3,testing,5.3
1398,4,3,testing,5.6
1830,4,3,backend,12.6
2307,5,1,frontend,13.6
2107,5,3,frontend,10.5
2610,2,2,frontend,6.8
1938,5,2,backend,15.9
103,2,3,database,10.6
788,1,3,deployment,1.4
2691,1,3,backend,6.3
989,1,1,backend,7.8
3626,3,3,backend,10.3
3459,2,2,deployment,2.8
3859,1,2,backend,7.7
1144,1,2,frontend,5.8
2015,1,2,testing,3.8
1771,3,1,backend,13.0
2015,2,3,database,10.2
1516,2,3,frontend,6.5
2301,4,2,frontend,10.7
4377,3,2,deployment,2.8
1409,5,3,backend,14.2
1812,3,1,frontend,9.5
4326,2,3,testing,4.3
3116,3,1,deployment,3.3
932,5,1,database,21.8
2634,1,3,deployment,1.3
4611,1,1,deployment,2.4
4411,3,3,testing,4.8
3358,5,1,database,22.1
4353,5,2,database,19.9
4887,1,1,deployment,1.5
4151,5,3,database,17.4
2184,5,3,frontend,10.2
2689,1,1,testing,4.1
1101,1,1,database,9.6
4271,4,1,deployment,3.6
3670,3,3,database,12.8
769,2,2,backend,9.3
801,1,2,testing,3.3
3402,2,1,testing,5.5
868,1,3,testing,3.4
4039,4,2,database,17.1
4605,1,1,frontend,5.7
1192,3,1,frontend,10.0
621,5,3,deployment,3.1
2071,2,1,frontend,7.6
887,2,3,testing,4.3
516,2,2,backend,9.7
2401,4,2,deployment,3.7
2907,4,3,frontend,9.1
3434,1,1,database,10.1
55,1,1,deployment,1.8
2824,4,3,database,15.0
3744,3,1,database,15.9
2030,1,2,deployment,2.0
3637,3,1,deployment,3.7
2876,1,2,testing,4.0
3191,2,1,deployment,2.5
4858,1,2,testing,3.2
1398,3,3,frontend,8.2
1813,4,1,deployment,4.3
2784,5,3,frontend,10.9
941,4,1,deployment,3.4
1464,1,1,frontend,6.0
3244,1,1,frontend,6.1
1828,4,3,testing,6.4
2721,5,2,deployment,4.3
3626,1,2,deployment,2.0
1439,2,2,frontend,7.1
1865,5,1,deployment,4.0
2486,2,2,database,11.5
631,4,1,backend,15.4
4980,2,3,database,10.3
4584,5,2,testing,7.8
4313,2,1,deployment,2.3
598,3,2,testing,5.9
4869,3,1,backend,13.3
3198,1,3,deployment,1.1
2859,1,2,frontend,5.3
3815,4,3,database,15.4
1954,1,2,database,8.5
1090,4,3,frontend,9.5
2895,1,3,frontend,5.2
1809,1,3,backend,6.0
317,2,2,frontend,7.4
462,3,2,deployment,3.2
350,1,1,frontend,5.7
3875,3,1,database,16.2
636,3,3,deployment,2.5
437,5,1,backend,17.9
3927,4,2,frontend,10.7
1160,5,2,testing,8.4
4065,1,1,database,9.5
4590,3,1,testing,6.1
1152,1,1,backend,8.0
1515,5,3,database,17.2
4248,1,2,backend,7.4
1298,2,3,database,10.2
3646,2,1,database,12.8
4085,2,2,testing,4.8
3741,4,2,database,16.8
1434,3,2,deployment,3.1
2673,5,1,database,22.0
3616,2,1,backend,10.5
871,1,2,deployment,1.4
1437,5,2,frontend,11.9
3395,5,3,backend,14.2
4208,3,3,testing,4.8
4711,4,2,deployment,3.9
4314,4,2,frontend,10.1
34,2,3,database,10.1
4308,3,3,testing,5.1
3154,3,2,deployment,3.3
3153,1,2,deployment,1.7
2147,1,1,database,10.3
4404,3,1,deployment,3.0
1180,1,1,deployment,1.9
1827,5,3,database,17.8
1650,4,2,testing,7.1
2776,2,3,frontend,5.9
1101,3,2,deployment,3.4
2872,2,2,database,11.4
613,1,2,deployment,1.8
4689,2,3,backend,8.2
2271,5,3,frontend,10.9
213,2,1,database,13.4
2746,5,2,testing,7.8
3747,1,3,testing,3.4
3745,1,1,deployment,2.1
2624,4,3,testing,5.9
1136,2,1,testing,4.8
4521,2,2,frontend,7.0
892,1,1,frontend,6.1
3922,1,2,frontend,5.7
976,3,1,database,16.3
1386,1,2,deployment,1.3
2933,1,2,testing,4.0
1921,5,2,deployment,3.6
2380,4,1,deployment,3.7
2522,3,3,testing,5.5
2950,3,1,deployment,3.6
2743,2,1,backend,10.6
2603,5,3,backend,13.7
4861,2,1,deployment,2.5
2548,2,2,testing,4.4
4154,2,2,backend,8.9
3744,4,1,deployment,3.4
2082,4,1,testing,7.4
652,2,3,frontend,6.1
3362,3,2,frontend,8.9
2592,3,1,deployment,3.3
1337,4,1,backend,15.6
1818,2,3,frontend,6.5
3327,1,2,frontend,5.8
2138,1,2,frontend,5.9
4478,3,1,testing,6.7
3623,1,1,deployment,2.3
1655,1,2,backend,7.2
3910,2,1,frontend,7.7
1688,5,1,frontend,13.6
1890,3,3,database,12.7
3870,2,2,backend,9.8
427,3,3,database,12.4
4918,5,2,database,19.5
1957,5,3,frontend,10.2
3799,4,2,deployment,3.7
3929,1,1,frontend,6.1
2788,3,2,deployment,3.4
3498,3,1,testing,5.9
4091,5,3,backend,14.2
3185,4,2,testing,7.1
79,3,2,database,14.7
1708,3,2,frontend,8.2
1520,4,2,database,17.3
3888,4,1,testing,7.8
4795,3,1,database,16.1
4735,2,3,frontend,6.4
2904,4,3,deployment,2.8
4465,4,3,database,15.6
2523,1,3,backend,6.1
1374,2,1,frontend,7.3
1691,1,3,frontend,4.6
445,1,2,deployment,1.5
4674,5,2,deployment,3.9
3286,1,1,deployment,2.1
398,1,2,frontend,5.9
1605,5,3,backend,14.2
508,1,1,deployment,1.9
2436,1,2,frontend,5.3
3052,5,3,frontend,10.3
126,5,1,frontend,13.6
2694,2,2,frontend,6.9
4099,1,3,database,8.2
4955,2,3,deployment,2.2
2389,3,1,frontend,10.0
2000,5,3,frontend,10.3
763,4,1,testing,7.2
2305,1,2,database,9.2
4886,3,1,frontend,9.7
2777,5,3,backend,14.3
1932,2,2,database,11.5
4639,3,2,frontend,8.7
1564,4,1,deployment,3.6
129,5,3,backend,13.6
1227,1,2,database,8.9
2336,3,1,testing,6.1
2661,4,3,testing,6.4
4260,2,3,backend,8.1
4724,5,1,frontend,12.8
1945,1,3,testing,2.9
4393,4,2,frontend,10.0
1052,5,1,testing,8.7
4976,4,1,database,18.6
339,2,2,frontend,6.6
1510,1,1,backend,7.9
3620,2,1,deployment,2.3
4421,4,3,deployment,3.3
3832,4,2,testing,6.9
3968,5,2,backend,15.9
1505,3,3,testing,5.4
4417,5,3,backend,14.4
2226,5,2,backend,16.3
1773,2,2,frontend,7.0
4354,2,2,backend,9.4
3759,3,2,deployment,3.0
1974,1,1,deployment,1.8
658,3,1,testing,6.6
3503,4,2,database,17.3
1632,1,3,frontend,5.1
3761,1,2,deployment,2.0
4392,4,1,deployment,3.8
4247,3,1,deployment,3.6
1797,4,1,database,19.4
2024,3,3,database,12.8
3079,5,1,deployment,4.0
4207,3,1,deployment,3.6
3442,4,2,deployment,3.6
4271,2,3,testing,4.1
3674,3,2,deployment,3.2
822,1,3,database,8.1
2918,5,1,frontend,13.0
477,1,3,backend,6.0
4875,1,3,frontend,4.4
3709,3,1,backend,12.9
275,1,1,backend,8.1
1788,3,2,testing,5.6
1826,4,3,deployment,2.9
4859,4,1,deployment,4.0
4888,3,1,testing,6.4
3209,1,3,database,8.3
1006,3,2,deployment,2.8
225,1,2,deployment,2.0
64,5,1,frontend,13.0
387,4,2,testing,6.5
4352,5,2,testing,7.6
3123,4,3,testing,6.6
2162,3,3,deployment,2.9
4738,4,1,testing,8.0
1813,1,1,testing,3.9
1081,3,2,frontend,8.5
1164,2,2,deployment,2.3
2831,3,3,backend,10.5
4980,1,1,database,10.0
4096,5,3,frontend,10.5
157,3,3,testing,4.8
24,5,1,database,21.7
2259,1,2,backend,7.7
2111,1,3,frontend,4.4
2626,2,1,testing,5.5
2657,1,1,testing,4.5
2092,2,2,backend,9.8
758,2,2,frontend,6.8
3702,5,2,testing,8.0
2658,1,2,testing,3.6
1431,5,1,testing,9.0
1955,1,3,backend,6.3
1456,2,1,backend,10.9
1604,3,1,testing,6.6
1313,1,3,database,8.3
3199,5,1,backend,17.3
4749,3,3,frontend,7.8
3524,2,2,backend,9.6
4232,3,3,backend,10.6
2261,5,1,testing,8.5
4726,2,3,database,10.5
478,5,3,backend,14.0
2667,4,2,frontend,10.4
4162,3,2,frontend,8.2
705,1,3,backend,6.5
4296,3,3,backend,9.8
3911,1,1,testing,3.7
4152,4,2,testing,6.6
2328,5,3,deployment,3.9
2890,2,2,deployment,2.5
